3.38845	0	
3.38841	-0.133788	
3.38831	-0.267572	
3.38815	-0.373897	
3.38793	-0.515749	
3.38763	-0.671822	
3.38726	-0.827874	
3.38681	-0.969662	
3.38629	-1.11142	
3.38569	-1.26738	
3.38503	-1.37353	
3.38431	-1.50708	
3.38352	-1.66781	
3.38265	-1.80127	
3.38171	-1.9619	
3.3807	-2.09523	
3.37961	-2.23658	
3.37846	-2.37787	
3.37724	-2.51908	
3.37594	-2.65212	
3.37458	-2.81231	
3.37314	-2.95327	
3.37163	-3.08605	
3.37005	-3.21873	
3.3684	-3.37854	
3.36668	-3.5191	
3.36488	-3.65146	
3.36303	-3.75626	
3.36111	-3.91562	
3.35913	-4.02017	
3.35708	-4.16014	
3.35497	-4.31421	
3.35278	-4.44582	
3.35052	-4.57729	
3.3482	-4.68117	
3.34583	-4.82044	
3.34339	-4.92402	
3.3409	-5.06298	
3.33834	-5.16624	
3.33573	-5.26934	
3.33306	-5.42696	
3.33032	-5.52972	
3.32753	-5.63231	
3.32468	-5.77026	
3.32175	-5.92227	
3.31876	-6.05176	
3.31569	-6.2083	
3.31255	-6.35973	
3.30935	-6.46119	
3.30608	-6.58989	
3.30275	-6.74562	
3.29935	-6.8739	
3.29588	-6.97452	
3.29236	-7.1296	
3.28877	-7.22977	
3.28511	-7.3844	
3.28139	-7.51965	
3.2776	-7.61913	
3.27377	-7.71836	
3.26987	-7.86713	
3.2659	-8.01565	
3.26186	-8.14968	
3.25775	-8.28345	
3.25357	-8.43611	
3.24932	-8.56127	
3.24502	-8.65871	
3.24065	-8.80565	
3.23621	-8.95231	
3.23171	-9.04892	
3.22716	-9.14524	
3.22256	-9.26872	
3.21789	-9.41915	
3.21315	-9.54204	
3.20835	-9.66464	
3.20348	-9.80925	
3.19854	-9.95356	
3.19353	-10.0833	
3.18845	-10.2047	
3.18332	-10.3338	
3.17812	-10.4768	
3.17284	-10.6244	
3.16749	-10.7668	
3.16207	-10.9137	
3.15659	-11.0412	
3.15103	-11.1874	
3.1454	-11.3333	
3.13971	-11.4241	
3.13396	-11.5644	
3.12814	-11.7043	
3.12226	-11.8487	
3.11631	-11.9381	
3.11031	-12.0546	
3.10426	-12.1432	
3.09816	-12.267	
3.09199	-12.3904	
3.08578	-12.4778	
3.07951	-12.6005	
3.07318	-12.7146	
3.06679	-12.8364	
3.06034	-12.9497	
3.05385	-13.0352	
3.0473	-13.17	
3.04069	-13.2546	
3.03404	-13.3389	
3.02734	-13.4724	
3.02058	-13.5558	
3.01378	-13.6388	
3.00693	-13.7568	
3.00003	-13.8745	
2.99306	-14.0059	
2.98602	-14.1226	
2.97893	-14.2581	
2.97178	-14.3384	
2.96458	-14.4457	
2.95733	-14.5798	
2.95001	-14.6943	
2.94264	-14.7728	
2.93523	-14.8863	
2.92775	-15.0186	
2.92021	-15.1454	
2.9126	-15.2767	
2.90494	-15.3884	
2.89721	-15.5187	
2.88943	-15.5938	
2.88161	-15.6959	
2.87373	-15.8248	
2.86579	-15.934	
2.8578	-16.0346	
2.84975	-16.1428	
2.84166	-16.2505	
2.8335	-16.3768	
2.82528	-16.4977	
2.817	-16.618	
2.80867	-16.6881	
2.8003	-16.7932	
2.79189	-16.8622	
2.78343	-16.9854	
2.77491	-17.0808	
2.76634	-17.2029	
2.75772	-17.2698	
2.74906	-17.3636	
2.74037	-17.4293	
2.73163	-17.522	
2.72284	-17.6142	
2.71401	-17.733	
2.70511	-17.8512	
2.69616	-17.964	
2.68715	-18.062	
2.67809	-18.1736	
2.66899	-18.2349	
2.65985	-18.3312	
2.65067	-18.3914	
2.64145	-18.4784	
2.63218	-18.592	
2.62286	-18.7002	
2.61348	-18.8078	
2.60405	-18.9006	
2.59459	-18.9572	
2.58508	-19.063	
2.57554	-19.1184	
2.56596	-19.2007	
2.55633	-19.3047	
2.54666	-19.3857	
2.53694	-19.4934	
2.52717	-19.6005	
2.51734	-19.7021	
2.50747	-19.7887	
2.49756	-19.8393	
2.48762	-19.9247	
2.47763	-20.0287	
2.4676	-20.1128	
2.45751	-20.2106	
2.44739	-20.2854	
2.43723	-20.3677	
2.42702	-20.4685	
2.41676	-20.5495	
2.40648	-20.5943	
2.39617	-20.6384	
2.38584	-20.6819	
2.37548	-20.7745	
2.36506	-20.8714	
2.3546	-20.9676	
2.3441	-21.0632	
2.33355	-21.139	
2.32296	-21.214	
2.31233	-21.2885	
2.30167	-21.3622	
2.29097	-21.4353	
2.28024	-21.4996	
2.26946	-21.5905	
2.25865	-21.6757	
2.2478	-21.7106	
2.23693	-21.7721	
2.22603	-21.833	
2.2151	-21.8658	
2.20415	-21.9477	
2.19316	-22.0146	
2.18213	-22.0999	
2.17106	-22.1655	
2.15997	-22.2222	
2.14884	-22.3006	
2.13767	-22.364	
2.12647	-22.4187	
2.11524	-22.4949	
2.10398	-22.5705	
2.09267	-22.6453	
2.08133	-22.7194	
2.06997	-22.7431	
2.05859	-22.766	
2.0472	-22.7882	
2.03579	-22.8594	
