3.38845	0	
3.37418	-2.84448	
3.33334	-5.29794	
3.26461	-8.40393	
3.16687	-11.0823	
3.04096	-14.0208	
2.88867	-16.3405	
2.71593	-18.0991	
2.52308	-20.349	
2.31057	-22.0207	
2.08067	-23.8147	
1.83649	-24.8666	
1.58512	-25.2499	
1.32788	-26.0344	
1.06604	-26.1691	
0.802497	-26.3738	
0.540783	-25.8041	
0.288196	-24.5541	
0.0460931	-23.714	
-0.18447	-22.2533	
-0.400979	-20.9121	
-0.600493	-18.8652	
-0.776501	-16.2254	
-0.928609	-14.1004	
-1.0569	-11.4761	
-1.16014	-9.10694	
-1.23682	-6.18088	
-1.28197	-2.82177	
-1.29686	-0.146391	
-1.28329	2.85259	
-1.24181	5.41583	
-1.17275	8.35297	
-1.07297	11.5401	
-0.945559	13.8624	
-0.79411	16.3319	
-0.620925	18.1958	
-0.427975	20.2726	
-0.213692	22.4491	
0.0173994	23.6235	
0.260392	24.822	
0.511834	25.3079	
0.768768	25.9171	
1.03196	26.5549	
1.29626	26.1389	
1.55635	25.7152	
1.80856	24.5677	
2.04992	23.5529	
2.2814	22.5964	
2.49824	20.636	
2.69573	18.7372	
2.87098	16.2026	
3.022	13.906	
3.15088	11.7894	
3.25418	8.80492	
3.3286	6.03126	
3.3728	2.78181	
3.38645	-0.060548	
3.37337	-2.54696	
3.3319	-5.72057	
3.26057	-8.50034	
3.15989	-11.5728	
3.03134	-14.0573	
2.88053	-16.0095	
2.70754	-18.4793	
2.51255	-20.3944	
2.29764	-22.4524	
2.06572	-23.7854	
1.82372	-24.4635	
1.57285	-25.5526	
1.31428	-25.998	
1.05088	-26.5156	
0.786185	-26.257	
0.527524	-25.3123	
0.27633	-24.7681	
0.0337765	-23.5899	
-0.197474	-22.5144	
-0.414293	-20.713	
-0.609952	-18.2954	
-0.78381	-16.3667	
-0.935671	-13.9099	
-1.06401	-11.6777	
-1.16701	-8.85616	
-1.23936	-5.56787	
-1.28197	-2.92872	
-1.29632	0.0690871	
-1.2826	2.66623	
-1.24077	5.67192	
-1.16738	8.96133	
-1.06515	11.4185	
-0.937391	14.0536	
-0.786087	16.1119	
-0.612936	18.4092	
-0.416121	20.8298	
-0.199948	22.2686	
0.0308651	23.7486	
0.273019	24.5296	
0.523675	25.4437	
0.783674	26.3923	
1.04791	26.2891	
1.31107	26.1765	
1.56944	25.3342	
