3.38845	0	
-2.1947	5.12878	
3.22726	-10.1095	
-1.87699	14.7984	
2.7622	-19.06	
-1.27799	22.7714	
2.04656	-25.8254	
-0.466379	28.1338	
1.1624	-29.6301	
0.464802	30.2709	
0.211083	-30.0378	
1.4088	28.9376	
-0.698336	-27.0019	
2.25738	24.2867	
-1.46159	-20.8704	
2.91328	16.8516	
-1.99119	-12.3463	
3.30128	7.48449	
-2.2264	-2.40665	
3.37692	-2.74066	
-2.14027	7.80885	
3.13151	-12.6516	
-1.74267	17.1291	
2.59319	-21.1121	
-1.07918	24.4856	
1.82368	-27.1523	
-0.225869	29.035	
0.911204	-30.0796	
0.719438	30.2557	
-0.0396394	-29.5584	
1.64837	28.0078	
-0.919837	-25.6486	
2.45442	22.5489	
-1.62848	-18.7983	
3.0452	14.505	
-2.08433	-9.79288	
3.35296	4.7981	
-2.23512	0.335212	
3.34242	-5.45884	
-2.06356	10.4249	
3.0148	-15.09	
-1.58933	19.3194	
2.40765	-22.9911	
-0.866791	25.9991	
1.59058	-28.2565	
0.0212217	29.6981	
0.657261	-30.2824	
0.972903	29.9924	
-0.285308	-28.8366	
1.87915	26.8483	
-1.12907	-24.0849	
